Study_Hours,Attendance_Pct,Sleep_Hours,Previous_Score,Extracurricular,Final_Score
3.9,73.7,5.7,43.4,1,73.3
4.8,78.0,6.8,57.0,0,74.9
6.0,81.4,9.1,63.9,1,84.5
2.9,84.4,5.8,54.8,0,61.2
6.9,62.7,5.2,52.4,0,67.3
8.6,50.5,4.8,97.5,1,82.4
7.8,86.2,5.8,74.9,0,90.0
0.4,76.8,8.7,31.6,0,52.7
4.8,91.8,6.8,60.1,1,74.4
1.0,91.1,5.4,91.3,0,67.2
2.4,92.2,5.0,51.1,0,67.0
9.9,74.3,6.0,36.6,0,82.6
1.4,66.7,9.6,83.1,0,68.3
5.0,89.6,6.1,72.4,1,83.0
6.2,72.6,9.9,69.9,0,88.4
7.0,59.2,6.9,33.8,1,70.5
5.6,92.7,5.1,39.8,0,70.6
0.1,94.1,9.3,73.6,1,67.5
3.3,73.3,6.8,44.5,0,61.9
5.2,53.8,8.3,65.3,1,61.4
0.9,69.4,9.9,68.1,0,61.0
3.5,90.2,4.3,49.8,0,64.4
0.3,95.1,4.6,96.4,0,62.5
0.8,60.2,8.3,89.0,0,57.3
4.0,53.3,5.7,80.6,1,70.0
1.3,93.9,5.1,35.5,1,60.4
5.7,69.5,4.2,37.4,0,62.8
6.9,77.1,4.1,64.5,1,80.2
8.0,98.4,8.6,41.2,0,88.6
2.0,53.3,4.8,98.5,0,65.0
1.7,82.4,6.8,41.1,1,61.2
1.0,53.7,7.6,64.1,1,49.6
6.4,68.8,6.6,55.5,1,82.1
7.1,90.2,4.2,74.8,0,85.2
0.3,71.7,8.7,39.0,0,49.1
9.4,99.9,4.1,60.1,1,89.3
0.5,78.0,8.6,49.2,0,58.4
5.4,66.1,9.4,92.1,1,84.2
7.1,61.0,6.6,32.8,1,76.1
8.7,67.5,7.2,94.0,1,92.5
7.1,68.6,6.9,88.3,1,83.5
8.0,53.4,6.3,50.8,1,78.1
3.4,68.5,9.3,85.3,1,80.3
8.1,73.2,9.4,32.2,0,79.4
0.8,86.1,6.0,97.7,0,71.6
8.9,82.8,7.7,66.9,1,93.9
5.5,85.4,9.6,51.2,1,82.7
8.2,50.4,9.8,55.4,1,84.9
4.5,60.9,7.1,34.6,0,61.4
6.4,83.1,6.7,99.3,1,91.3
5.3,74.2,5.7,32.8,1,72.0
7.3,50.3,9.8,75.8,1,72.8
0.8,90.2,4.9,61.0,0,67.7
0.6,88.6,7.5,96.4,1,67.1
2.5,77.4,5.7,47.2,0,56.1
1.6,53.3,5.7,67.2,0,51.9
8.7,88.3,6.4,63.8,1,91.9
2.2,79.2,10.0,79.2,0,76.7
9.8,89.1,4.3,34.8,0,78.8
3.4,87.6,7.5,43.6,0,68.1
1.8,90.2,4.5,45.0,1,59.1
7.9,75.9,4.9,81.7,0,85.7
6.6,57.0,6.6,43.2,1,69.0
5.0,83.6,7.1,70.1,1,80.7
5.6,81.0,5.6,45.1,1,70.7
7.2,87.1,5.9,90.3,0,87.5
2.3,58.5,4.5,96.0,1,65.9
10.0,59.7,5.8,66.3,0,87.4
9.7,94.5,9.8,54.7,0,95.7
6.5,87.5,9.7,46.4,0,78.5
2.0,95.4,6.0,33.5,0,62.7
6.8,87.9,7.4,48.8,1,83.3
0.7,79.9,9.5,75.8,1,72.4
0.3,82.7,4.0,67.4,0,51.8
2.6,94.5,8.9,96.1,1,77.8
4.6,78.9,9.7,57.7,1,76.2
8.7,81.6,4.5,78.6,1,87.9
7.3,57.8,5.0,64.3,0,71.4
7.4,73.7,9.8,65.9,1,85.9
4.3,85.8,7.2,48.7,0,73.4
3.5,63.5,4.1,61.8,1,60.3
3.7,60.1,5.5,63.0,0,61.2
9.9,65.7,6.7,79.5,0,90.6
0.4,62.1,8.2,95.8,0,62.6
8.7,60.7,8.4,53.1,1,82.9
5.8,71.2,10.0,33.0,0,72.9
4.4,95.4,5.7,64.7,1,75.8
7.3,75.4,7.2,68.1,0,87.7
4.9,59.4,7.2,41.8,1,63.6
8.7,53.8,6.4,83.2,0,77.1
9.0,84.8,5.0,98.9,1,99.7
4.2,69.1,9.9,96.2,0,76.9
2.8,91.1,9.1,43.8,0,71.4
5.9,83.0,7.0,91.3,0,94.4
9.1,89.8,7.6,79.3,1,97.0
2.1,63.6,5.4,61.8,0,56.9
6.2,84.6,7.3,67.8,0,74.8
6.3,63.2,8.2,89.5,0,83.2
7.3,97.0,7.1,63.6,0,85.1
1.3,81.8,9.9,56.1,1,65.2
7.2,66.2,7.7,64.5,0,74.0
9.1,63.5,6.2,70.5,0,86.4
1.8,59.5,8.6,43.2,1,60.4
2.4,84.7,5.0,93.1,1,74.4
9.7,60.9,6.3,77.2,1,86.1
1.8,79.8,6.1,74.3,0,70.8
8.5,63.2,6.6,37.0,1,73.7
4.9,83.1,8.7,72.3,1,74.3
2.5,90.7,6.9,38.5,1,67.7
8.7,88.9,8.8,35.5,0,81.7
4.5,88.0,7.5,66.9,0,80.8
5.1,59.4,6.1,58.2,0,63.4
3.6,54.4,8.9,71.2,1,70.6
5.9,84.9,5.4,36.2,0,75.8
1.6,68.4,5.3,60.2,1,53.4
3.9,71.6,7.0,42.2,1,63.1
9.7,51.6,5.6,99.1,1,90.3
2.6,63.0,4.1,69.3,0,63.1
6.6,51.7,7.9,78.1,1,75.3
3.3,94.0,7.1,52.8,1,71.2
7.7,62.2,6.7,36.6,0,72.4
1.3,77.9,9.8,98.3,1,74.3
9.7,51.9,7.4,50.0,1,81.9
4.5,83.3,9.2,59.7,1,73.0
2.4,66.2,4.8,75.5,0,68.9
0.7,94.9,7.4,31.7,1,55.0
1.7,94.4,9.2,86.7,0,75.7
5.2,66.3,7.5,67.6,0,71.9
3.4,95.0,8.3,49.5,1,83.0
8.3,99.8,6.2,34.3,1,82.1
4.3,91.3,4.6,41.4,1,77.6
2.5,92.2,6.7,92.7,1,82.8
6.2,62.5,6.4,78.0,0,76.7
7.1,78.8,9.2,47.5,0,76.6
1.7,53.4,5.5,34.6,1,49.2
1.7,54.7,9.8,78.3,0,58.9
0.4,99.9,9.7,70.1,1,79.0
7.4,66.3,5.5,58.3,1,73.4
6.6,87.4,6.1,55.5,1,81.9
4.7,90.3,9.4,45.2,1,76.9
8.4,92.9,9.8,76.9,0,94.5
8.1,99.9,6.7,97.9,0,100.0
5.9,62.1,5.9,42.3,1,69.3
8.7,52.0,7.2,71.8,1,87.6
2.1,70.6,8.1,59.7,0,54.4
1.1,56.5,5.6,61.3,0,54.2
2.7,51.1,8.4,47.8,0,64.4
0.6,68.0,4.3,87.8,1,57.9
5.3,89.2,4.3,64.0,0,82.3
9.4,78.3,6.3,68.0,1,91.1
0.4,65.6,6.1,51.3,1,46.4
1.2,82.7,5.9,42.7,0,54.0
4.5,61.6,6.9,36.0,1,66.5
9.3,50.7,5.9,80.0,0,78.5
3.2,88.2,5.2,43.7,1,63.7
5.1,81.2,5.9,78.3,1,82.4
0.4,88.1,9.8,57.3,1,66.9
1.5,51.9,6.5,59.1,1,55.7
9.9,91.9,6.7,62.8,1,98.8
9.7,81.0,7.5,55.7,1,94.7
0.0,78.2,9.9,37.0,0,52.4
9.5,81.2,5.4,51.7,0,86.3
6.4,93.2,8.1,76.5,1,88.0
8.7,79.3,8.3,76.6,0,97.4
4.5,79.0,7.6,50.0,1,70.5
5.2,99.5,4.5,62.2,0,82.2
4.9,87.8,8.1,43.5,0,72.4
6.7,72.1,4.4,44.7,1,72.6
1.4,85.4,7.6,31.6,0,54.6
0.3,69.5,8.4,92.8,1,62.6
3.1,61.4,5.3,44.7,0,46.9
7.0,79.8,9.0,45.9,1,78.9
2.0,96.4,4.2,49.6,0,60.7
6.7,96.5,9.1,38.9,1,87.0
9.7,67.1,6.8,74.7,0,92.8
0.9,76.4,5.3,35.3,1,50.5
6.7,60.6,4.8,39.4,0,60.8
4.4,99.8,9.7,75.1,1,83.5
8.7,99.1,4.4,53.8,0,89.6
1.8,82.5,5.2,79.6,1,73.8
6.9,90.2,6.1,69.0,0,89.8
8.4,85.8,7.7,47.9,1,91.3
9.4,79.7,7.3,75.6,1,98.8
6.8,52.7,4.8,38.1,1,71.3
5.0,72.7,5.7,67.5,1,75.2
6.2,83.7,5.4,60.6,0,79.3
8.7,83.9,5.3,48.8,0,81.1
5.7,68.7,6.5,72.3,0,68.8
0.3,97.1,8.2,91.0,1,72.9
9.3,58.4,5.3,99.9,1,91.4
6.9,75.0,6.2,72.5,1,83.6
6.8,84.5,6.3,58.3,1,90.6
2.2,84.9,9.9,45.8,1,69.3
6.6,82.4,9.7,48.0,0,85.7
3.9,63.8,8.8,63.6,0,66.0
6.5,57.8,5.4,55.7,0,66.4
1.1,81.8,4.4,94.0,1,62.6
6.6,80.0,5.9,55.8,1,76.3
10.0,59.0,5.6,56.1,1,85.7
0.5,85.3,7.0,56.8,1,61.8
9.8,72.8,8.7,88.6,1,100.0
4.1,83.4,9.1,75.6,1,82.3
8.7,91.9,9.1,73.0,1,98.6
7.8,58.5,6.2,53.4,0,81.5
5.7,51.0,8.1,87.3,0,73.8
7.4,89.0,5.9,32.7,1,84.1
8.8,80.5,4.4,91.0,1,92.1
4.0,85.0,8.2,65.9,1,81.0
3.3,91.9,4.1,57.9,0,70.4
6.7,90.1,6.5,64.8,0,84.1
8.1,98.0,6.0,76.7,1,86.8
7.6,76.8,8.2,30.9,0,76.1
8.0,74.4,8.6,91.0,0,97.0
4.4,70.1,5.8,61.3,0,68.4
8.2,57.7,8.9,54.0,1,82.9
1.2,78.6,5.8,39.7,0,45.9
5.4,63.9,6.7,60.8,0,66.2
0.1,96.1,8.4,64.7,1,69.7
3.2,79.2,8.2,58.3,1,73.0
3.7,79.6,9.9,77.5,0,82.3
4.0,67.7,5.4,59.5,1,65.4
7.0,52.6,8.0,97.3,0,83.2
3.9,51.6,7.7,71.9,0,63.7
4.5,71.2,9.5,86.5,1,78.0
2.4,54.2,4.9,37.7,1,40.6
3.7,80.3,8.5,57.8,0,72.6
2.3,94.0,7.4,53.6,1,71.6
0.7,94.1,5.6,69.9,1,64.5
6.0,83.0,6.8,90.3,0,79.0
6.7,60.6,6.0,35.5,0,67.5
6.2,93.1,7.5,35.1,0,75.7
4.6,94.3,9.3,89.5,0,90.3
3.8,59.8,7.4,44.9,0,66.5
8.6,86.9,7.8,76.8,0,85.4
5.2,64.3,7.1,68.0,1,71.1
4.8,90.1,4.3,88.3,1,81.5
0.3,99.9,5.4,38.8,0,62.0
3.4,51.5,7.0,39.1,1,49.1
3.8,94.9,5.9,69.0,1,85.8
4.0,81.1,5.1,96.2,0,77.1
5.8,98.7,7.0,59.0,1,85.3
5.3,73.3,5.9,52.9,1,71.1
6.1,92.4,5.5,72.5,0,80.8
7.6,53.1,6.8,95.1,1,89.0
8.1,66.8,4.8,88.6,1,82.4
7.2,53.4,9.6,99.7,0,87.0
9.6,98.8,9.2,31.6,1,93.7
0.2,90.8,8.2,37.9,1,56.7
2.0,92.6,4.6,72.7,1,80.2
0.1,96.9,8.7,87.4,0,73.2
6.5,54.3,8.8,50.0,0,72.4
9.0,69.3,8.6,46.7,1,90.3
2.4,53.6,4.7,85.1,1,55.4
9.3,60.5,7.9,33.9,0,83.4
0.6,61.5,9.0,55.9,0,43.6
9.3,73.5,7.5,65.4,1,88.4
3.5,63.4,7.9,69.2,0,64.3
1.0,55.0,6.8,81.0,1,61.0
4.9,58.4,7.2,54.8,1,68.3
2.6,57.4,4.2,72.9,0,55.4
2.8,98.7,7.8,71.0,0,76.4
3.1,88.0,4.5,68.3,1,66.9
8.0,98.4,6.6,74.8,1,90.7
5.4,72.0,5.8,48.2,0,70.1
3.1,63.9,7.3,35.9,1,61.4
6.1,89.9,4.8,38.3,0,78.5
7.2,66.3,8.1,45.7,0,71.3
2.7,65.0,8.8,65.0,0,67.0
4.1,61.6,5.0,88.8,0,67.1
1.2,56.5,4.6,79.1,0,58.0
1.8,62.8,4.9,85.2,1,66.5
6.8,67.8,9.3,54.6,0,78.4
1.8,83.7,7.2,58.3,0,62.1
5.3,53.1,6.8,57.6,0,67.9
7.1,60.5,4.6,43.4,0,68.9
1.1,90.5,7.9,34.3,0,55.6
5.7,57.3,9.2,71.4,0,68.8
2.6,67.1,9.0,99.2,0,72.1
9.6,93.2,7.8,41.7,1,99.9
4.8,57.7,4.5,33.3,1,62.2
8.1,54.1,4.7,84.6,1,76.4
5.5,74.2,4.3,47.7,1,64.4
0.4,65.1,5.5,88.1,0,62.2
6.3,78.2,4.8,79.3,1,77.5
9.5,90.2,5.6,96.2,0,100.0
6.0,56.9,6.3,58.6,1,68.1
8.2,79.0,9.7,76.3,1,100.0
8.8,75.3,7.7,62.5,0,83.8
2.3,57.2,9.0,74.1,0,67.1
2.1,81.2,8.3,61.5,1,69.8
6.1,63.7,4.7,43.2,1,68.0
4.1,74.4,8.4,65.6,1,67.1
8.4,54.1,5.7,67.0,1,70.2
9.0,73.0,7.8,86.7,0,92.1
3.5,65.3,6.0,81.5,1,71.2
2.4,91.1,10.0,76.5,1,75.3
7.8,52.8,5.6,37.9,1,64.8
2.7,70.9,5.7,80.4,1,70.8
8.2,72.9,9.6,65.0,1,92.7
4.2,86.3,4.1,92.6,0,76.3
6.7,78.7,8.2,94.4,0,92.4
1.0,83.4,8.4,33.9,0,51.3
6.2,88.9,9.0,87.4,0,89.4
4.5,93.1,9.8,32.6,0,80.4
5.9,65.7,9.9,55.7,1,78.0
1.7,76.9,4.4,68.0,0,59.4
7.4,92.0,8.9,40.4,0,93.2
8.6,99.5,7.9,82.2,1,97.3
2.2,94.5,7.9,30.6,0,65.8
1.0,68.6,4.8,41.8,0,54.1
0.2,59.8,7.9,70.7,0,52.5
6.4,74.5,9.9,80.0,0,89.3
6.1,87.1,9.5,94.2,1,91.0
5.5,74.6,6.6,79.4,1,77.8
2.3,74.2,4.2,77.0,0,63.7
3.9,91.9,6.2,57.6,1,78.2
5.9,68.1,9.0,30.1,0,72.6
5.0,93.0,8.2,38.4,1,83.6
9.9,70.3,6.8,67.4,1,91.4
1.4,66.4,4.3,77.3,1,64.1
7.0,72.7,6.6,59.2,1,78.6
4.0,88.1,6.8,81.1,1,84.6
4.3,56.3,9.6,66.5,1,72.0
7.2,59.8,7.8,35.2,1,73.9
6.9,97.6,5.9,43.4,1,85.2
9.9,58.8,7.2,88.8,1,87.3
1.3,78.4,4.4,80.7,1,59.7
1.0,79.0,9.8,92.6,1,75.1
7.2,74.5,6.2,38.2,0,66.0
5.8,82.2,6.9,99.3,1,93.0
2.7,61.5,6.1,44.7,0,57.5
0.8,77.6,8.1,30.8,1,56.6
0.9,68.6,8.0,99.8,0,61.9
8.9,83.1,8.3,49.7,0,93.3
1.9,57.1,5.6,76.8,0,64.9
3.2,78.5,5.9,42.4,1,64.3
2.3,59.3,4.8,70.6,1,61.0
3.5,63.9,7.9,93.3,1,76.3
0.7,60.9,4.2,52.4,1,50.8
5.2,59.1,7.6,76.9,0,71.5
0.7,91.3,9.2,43.2,1,64.3
8.0,64.3,9.3,73.7,1,92.1
2.3,96.4,6.7,53.6,1,80.2
5.4,98.5,6.8,44.8,1,74.6
8.8,78.6,4.5,51.9,1,83.1
6.5,57.2,8.0,42.5,1,66.2
5.3,68.7,8.9,93.1,1,91.3
3.2,89.9,5.5,57.8,1,68.6
3.3,68.4,6.5,47.2,0,53.9
6.7,54.4,9.0,61.4,0,76.4
9.9,77.8,9.3,52.4,1,100.0
6.6,92.3,5.5,82.1,1,92.3
5.6,89.8,7.3,98.0,1,92.7
7.3,58.8,5.2,60.7,1,76.2
4.7,83.6,4.6,90.3,0,83.2
0.6,61.0,9.5,69.6,0,54.1
5.6,60.9,8.9,41.0,1,69.7
9.6,93.7,8.6,78.3,0,99.4
1.8,62.5,4.3,65.9,0,48.8
6.9,63.2,9.1,75.5,1,82.9
2.0,50.0,6.6,92.3,1,67.5
5.4,93.5,6.1,60.8,1,83.5
1.0,89.6,7.3,93.1,0,74.0
4.5,81.4,4.5,82.5,0,74.8
7.6,87.5,8.5,64.2,1,93.5
3.5,57.6,7.5,72.2,1,63.9
6.6,72.9,5.1,52.8,0,70.9
8.0,67.6,5.1,98.9,0,87.2
9.3,54.7,5.1,76.7,1,85.0
2.3,74.3,4.3,33.1,0,52.8
4.0,96.0,7.5,52.9,1,77.0
1.5,52.0,9.0,73.6,1,59.5
9.9,64.6,4.1,33.9,0,87.1
9.3,60.4,4.3,31.7,0,74.1
5.4,61.9,7.4,61.5,0,71.2
8.4,95.4,8.9,53.3,1,94.1
5.2,73.4,6.0,60.7,1,71.7
6.2,73.3,6.1,48.4,1,73.7
0.9,88.0,7.6,41.5,1,62.4
7.6,57.7,5.6,78.2,1,72.6
1.3,74.4,4.2,66.0,1,52.5
8.3,71.5,8.4,44.0,0,77.5
7.8,79.8,7.8,52.4,1,86.4
7.1,100.0,7.5,71.4,1,93.4
0.4,88.5,8.5,35.1,1,65.1
3.0,69.9,8.1,40.3,1,56.8
2.6,91.4,5.2,35.1,0,57.3
3.6,58.5,6.1,86.9,1,75.6
0.9,51.5,4.8,82.7,0,51.9
9.4,60.2,4.8,82.7,0,87.8
5.5,67.0,8.1,80.1,1,88.7
3.1,75.5,9.2,76.9,1,72.8
4.0,80.8,9.8,63.4,0,74.8
4.5,95.5,7.8,75.0,0,80.9
6.0,75.5,5.1,32.7,1,61.0
5.2,75.1,4.6,73.5,0,70.9
9.2,52.5,8.9,84.5,1,94.0
5.0,51.7,7.5,65.0,1,70.6
9.9,77.6,7.7,55.0,0,92.2
8.5,71.9,8.7,49.4,1,84.4
2.1,92.0,8.2,75.0,1,73.4
9.3,58.0,9.0,78.5,1,96.6
1.2,51.2,4.3,91.0,0,51.8
8.2,72.5,8.5,54.0,0,83.9
3.8,61.9,9.1,83.9,0,72.8
8.8,52.5,5.7,69.3,1,86.3
8.7,86.2,7.8,91.8,0,100.0
8.1,55.6,5.9,66.9,0,70.5
7.9,80.4,9.7,66.2,0,84.7
3.0,64.1,4.2,70.5,1,64.8
0.8,58.7,7.5,82.5,1,60.4
4.0,69.0,5.0,97.5,0,70.8
1.7,90.1,8.3,35.1,0,65.4
6.9,69.6,5.1,33.7,0,68.0
3.5,87.5,5.4,95.6,1,80.5
9.8,56.3,7.0,67.1,0,86.7
6.4,88.6,9.5,73.0,1,90.0
8.2,61.8,5.3,63.8,1,86.1
1.3,83.9,4.9,36.6,1,52.8
8.6,78.3,8.6,83.8,0,96.5
9.2,96.5,7.0,82.3,0,100.0
4.9,69.4,9.5,51.8,1,68.5
6.1,53.3,4.9,51.4,1,64.2
7.6,51.0,7.9,88.6,1,88.6
1.7,91.3,5.4,35.1,1,65.1
5.0,76.2,4.9,91.7,0,76.4
4.0,88.8,8.1,48.0,0,68.7
1.5,61.7,7.6,71.5,1,65.3
3.7,67.3,8.5,95.5,1,83.3
0.7,51.5,5.9,77.5,1,49.4
0.3,98.1,6.7,59.0,0,57.7
1.4,83.4,6.4,78.3,1,69.5
9.6,96.7,9.9,54.1,0,100.0
5.5,63.3,5.8,49.4,1,66.7
9.7,80.6,5.8,99.8,0,100.0
4.3,83.9,6.1,82.6,0,74.0
3.1,65.9,7.4,75.1,1,60.9
5.1,92.4,5.5,54.9,0,72.8
4.4,97.4,9.5,33.4,0,74.8
1.1,94.2,5.6,32.2,0,54.5
6.4,87.0,9.4,68.8,0,82.0
2.2,63.9,4.6,83.3,1,55.9
6.2,64.1,7.9,67.6,1,76.4
6.5,98.2,9.4,88.9,1,100.0
1.5,50.5,5.0,32.3,1,49.1
0.6,85.8,9.8,55.7,1,71.1
7.8,85.3,6.7,46.6,0,78.1
4.6,81.1,9.7,61.3,0,72.2
0.6,99.5,8.1,35.1,0,62.2
9.9,65.6,5.8,96.8,0,95.7
0.6,67.0,5.1,45.6,1,51.7
7.0,53.9,5.8,94.6,1,73.0
9.8,72.1,4.6,59.8,0,80.5
2.4,63.1,4.9,99.0,1,67.9
1.4,67.2,4.6,68.8,0,57.1
1.2,91.7,6.5,95.2,0,75.5
3.0,96.8,8.8,30.4,1,71.3
1.0,59.3,4.8,82.4,1,59.0
6.9,68.6,4.8,93.2,1,84.6
0.6,96.4,7.9,39.8,1,65.9
5.1,53.1,5.2,36.7,1,60.1
10.0,54.6,4.6,59.7,1,81.6
8.1,58.1,5.0,95.4,1,84.6
6.2,79.8,9.5,68.0,0,83.6
3.1,57.5,8.9,66.9,1,68.4
6.2,98.4,6.1,39.9,0,79.0
5.3,72.3,7.9,30.1,0,67.2
4.3,75.1,7.2,86.7,1,84.6
1.3,62.3,8.1,36.1,0,51.1
8.9,73.5,8.1,74.4,1,90.4
4.5,83.1,7.8,94.0,0,86.0
1.9,87.6,5.6,44.6,0,54.0
3.7,87.7,4.2,76.6,0,67.2
4.1,78.9,6.7,35.5,1,67.9
8.3,95.2,9.3,72.3,0,98.9
7.3,90.9,7.4,41.5,0,76.5
7.7,87.9,9.0,81.5,0,92.5
0.1,52.8,9.9,51.1,1,49.6
4.2,50.3,5.0,62.4,0,55.8
4.8,60.6,8.2,72.0,1,77.6
0.2,83.2,8.0,42.0,0,57.7
2.6,70.6,9.9,81.9,0,71.5
7.6,70.1,9.9,51.2,0,79.1
1.4,94.2,8.1,76.4,1,69.2
5.4,94.8,5.5,41.1,0,78.6
2.2,95.5,8.8,78.2,0,78.5
0.1,65.7,4.6,39.0,0,39.8
2.4,84.6,8.7,59.8,0,71.4
9.8,63.6,9.5,47.3,1,87.6
8.0,59.5,6.3,82.4,0,80.3
9.6,59.2,7.8,48.3,0,82.3
4.9,67.1,6.6,91.7,0,72.9
1.1,71.5,6.6,92.4,0,63.0
5.5,91.5,5.9,43.8,1,76.9
4.5,56.0,8.6,73.0,0,67.1
8.4,86.7,9.6,36.1,0,88.6
1.0,76.6,9.6,57.4,1,72.0
4.9,64.4,5.0,79.9,0,66.7
1.5,74.6,9.2,76.2,0,60.1
3.2,65.0,8.4,73.7,0,59.7
7.4,79.8,5.5,49.8,1,79.4
4.8,71.7,4.4,56.5,0,62.3
3.8,58.2,5.6,37.2,1,57.6
3.9,55.8,9.5,80.3,1,73.7
4.6,77.3,7.8,65.3,1,70.3
7.9,95.1,8.3,79.6,1,91.4
8.9,67.2,5.5,47.4,1,81.6
9.6,86.7,8.3,52.7,1,95.5
7.9,82.9,4.2,53.4,1,80.0
3.2,96.6,6.3,31.8,0,58.0
6.9,91.0,7.8,53.9,0,85.4
4.4,78.3,4.9,86.2,1,82.2
2.5,82.9,8.9,92.8,1,81.1
8.4,94.9,5.4,66.3,1,89.4
0.4,70.0,7.9,61.9,1,58.9
9.0,66.3,6.4,32.2,1,72.5
4.6,50.5,7.6,91.5,1,77.8
6.4,91.3,4.6,30.9,0,71.8
6.6,90.0,4.1,96.1,0,80.2
9.0,55.2,9.5,64.2,1,85.2
6.4,78.8,5.6,53.9,1,79.1
6.1,73.2,8.9,94.7,1,88.3
0.7,55.9,10.0,31.7,0,46.2
5.2,99.0,5.3,70.7,1,79.0
1.5,60.7,5.6,68.4,0,56.8
7.4,53.4,8.0,45.4,0,67.7
5.1,79.7,9.8,60.0,0,69.4
6.8,86.9,9.5,75.7,1,91.4
0.4,51.6,7.0,80.9,1,59.7
0.8,82.9,8.8,30.1,0,53.6
7.2,76.6,4.8,95.6,0,92.5
0.7,55.2,9.9,41.5,0,51.2
0.7,58.6,9.8,46.4,0,53.1
0.1,78.4,5.0,48.4,1,52.4
9.6,64.8,5.8,32.6,0,75.2
7.4,96.9,4.6,38.6,1,80.7
3.5,90.9,5.6,99.0,0,78.7
3.0,99.2,8.9,52.1,1,79.1
3.5,63.0,6.3,38.1,0,52.0
7.7,98.5,4.5,37.5,1,78.9
6.6,71.6,6.1,80.4,1,78.4
1.9,67.4,9.9,89.8,1,81.0
1.7,52.5,7.8,48.0,0,52.8
1.0,52.6,6.5,31.5,1,46.2
6.6,84.6,5.0,45.6,0,69.9
7.6,72.9,9.9,34.0,1,83.6
2.7,61.3,8.9,37.2,1,58.5
0.2,80.7,5.7,60.2,0,55.9
0.8,62.6,4.4,46.1,1,44.5
9.7,78.9,4.3,66.1,1,90.7
3.0,68.0,4.7,47.7,0,54.0
7.7,91.2,7.5,95.8,1,96.5
6.2,91.0,9.6,93.4,1,99.9
3.8,73.9,7.0,69.7,1,66.5
2.1,67.5,9.1,54.8,1,65.9
1.2,68.1,6.7,56.7,0,57.5
6.2,90.3,8.3,58.8,1,82.2
7.7,66.4,8.4,80.9,1,85.4
6.4,60.5,5.0,61.6,1,71.3
5.3,54.2,6.2,90.0,1,75.9
0.4,73.3,7.8,96.1,1,67.8
9.7,74.1,4.4,53.5,1,87.1
8.0,92.0,6.2,69.2,1,99.3
2.9,61.1,7.2,36.7,1,55.1
9.8,69.0,10.0,44.0,0,80.1
6.0,90.4,6.8,58.9,0,83.5
5.8,91.2,8.9,44.4,0,86.0
7.5,69.2,6.6,91.4,0,87.2
8.1,73.0,8.8,41.1,1,78.5
6.6,65.2,7.6,61.9,1,77.6
1.3,96.6,9.3,72.4,0,68.4
3.4,55.9,6.5,78.4,0,65.8
9.3,96.7,7.6,56.8,0,89.1
2.2,84.2,7.8,90.8,1,76.0
3.7,76.6,6.5,69.8,1,68.5
4.3,51.6,4.9,60.8,0,58.7
4.4,73.8,4.6,34.7,0,57.8
6.1,70.4,4.1,62.5,0,71.1
9.4,58.1,9.2,87.5,0,91.6
2.4,82.8,5.4,73.0,0,62.3
1.2,98.6,5.3,88.3,1,76.7
2.0,78.1,8.4,64.6,0,65.3
8.9,85.7,5.9,38.3,1,81.0
6.5,53.4,7.0,31.0,0,71.1
2.9,70.9,5.0,51.2,0,59.5
8.2,55.8,9.8,78.9,1,87.3
8.6,80.6,9.1,85.3,0,100.0
8.5,96.9,9.2,50.7,1,100.0
9.2,83.1,6.4,64.7,1,92.0
2.5,53.8,8.6,59.5,0,59.3
7.6,67.7,4.9,58.7,0,70.7
4.6,77.5,4.1,46.2,1,65.8
8.4,70.2,4.1,39.5,1,74.8
7.3,91.7,7.5,43.8,0,83.0
7.8,90.7,6.7,33.9,1,84.3
6.6,80.6,7.1,43.9,0,77.5
1.8,68.7,4.0,30.6,1,50.4
5.5,62.8,6.5,73.9,0,67.0
9.8,55.3,8.3,52.1,1,81.1
9.4,67.7,6.7,98.1,1,94.3
0.4,70.7,8.4,43.6,0,51.1
1.6,83.8,5.4,54.2,1,66.4
1.3,82.9,8.9,55.0,1,61.6
7.3,53.5,7.5,30.6,1,67.2
8.2,69.8,5.3,88.7,1,92.4
2.1,59.1,5.4,32.2,1,48.6
5.1,57.8,7.8,95.8,1,80.9
8.4,91.4,9.0,92.4,1,100.0
7.3,52.1,6.5,67.5,0,74.0
5.4,71.0,5.5,68.1,1,73.7
5.9,58.4,9.2,75.8,1,82.0
5.1,94.0,8.0,57.1,0,73.3
3.0,77.9,6.7,75.3,1,70.6
5.7,61.6,6.9,33.1,1,66.7
6.9,75.1,5.2,33.8,0,71.3
8.7,86.6,7.8,62.0,1,99.5
6.4,97.9,6.2,68.5,1,86.8
7.6,61.0,10.0,92.1,0,94.4
1.6,94.3,6.9,37.3,0,58.1
4.6,96.7,6.9,87.6,1,93.1
0.1,95.8,7.4,44.7,1,64.9
2.5,81.8,9.5,57.6,0,64.7
7.3,81.5,8.8,52.2,1,86.9
9.9,70.2,6.7,58.0,0,86.1
1.0,87.6,8.3,40.5,0,61.7
4.0,76.6,7.5,65.2,0,70.0
8.0,83.9,7.0,86.1,1,93.6
2.0,71.4,5.2,60.9,0,63.1
5.6,86.6,6.8,64.3,0,78.1
7.3,91.2,5.5,89.4,0,94.0
6.2,57.3,9.5,79.4,1,80.3
1.9,91.6,6.0,64.3,1,75.9
3.6,77.0,9.7,48.0,1,68.8
7.8,92.2,7.2,91.9,0,93.5
